 --- 25015
others --- 69
Otherwise --- 17
Othni --- 1
Othniel --- 7
ouches --- 8
ought --- 97
oughtest --- 4
our --- 1171
ours --- 6
ourselves --- 51
out --- 2775
Outcast --- 1
outcasts --- 7
outer --- 4
outgoings --- 8
outlandish --- 1
outlived --- 1
outmost --- 4
outrageous --- 1
outrun --- 1
outside --- 8
outstretched --- 3
outward --- 14
outwardly --- 2
outwent --- 1
oven --- 12
ovens --- 1
over --- 1008
overcame --- 3
overcharge --- 1
overcharged --- 1
overcome --- 22
overcometh --- 11
overdrive --- 1
overflow --- 13
overflowed --- 2
overfloweth --- 1
overflowing --- 11
overflown --- 3
overlaid --- 35
overlay --- 13
overlaying --- 2
overlived --- 1
overmuch --- 1
overpass --- 1
overpast --- 2
overplus --- 1
overran --- 1
overrunning --- 1
oversee --- 2
overseer --- 7
overseers --- 6
overshadow --- 2
overshadowed --- 3
oversight --- 11
overspread --- 1
overspreading --- 1
overtake --- 17
overtaken --- 2
overtaketh --- 1
overthrew --- 12
overthrow --- 19
overthroweth --- 5
overthrown --- 16
overtook --- 10
overturn --- 4
overturned --- 1
overturneth --- 3
overwhelm --- 1
overwhelmed --- 7
Owe --- 1
owed --- 3
owest --- 4
oweth --- 1
owl --- 10
owls --- 6
own --- 596
owner --- 13
owners --- 5
owneth --- 2
ox --- 64
oxen --- 102
Ozem --- 2
Ozias --- 2
Ozni --- 1
Oznites --- 1
Paarai --- 1
paces --- 1
pacified --- 2
pacifieth --- 2
pacify --- 1
Padan --- 1
Padanaram --- 10
paddle --- 1
Padon --- 2
Pagiel --- 5
Pahathmoab --- 6
Pai --- 1
paid --- 4
pain --- 25
pained --- 5
painful --- 1
painfulness --- 1
pains --- 4
painted --- 2
paintedst --- 1
painting --- 1
pair --- 4
palace --- 48
palaces --- 33
Palal --- 1
pale --- 2
paleness --- 1
Palestina --- 3
Palestine --- 1
Pallu --- 4
Palluites --- 1
palm --- 37
palmerworm --- 3
palms --- 7
palsies --- 1
palsy --- 13
Palti --- 1
Paltiel --- 1
Paltite --- 1
Pamphylia --- 5
pan --- 7
pangs --- 9
Pannag --- 1
pans --- 4
pant --- 1
panted --- 2
panteth --- 3
paper --- 2
Paphos --- 2
paps --- 4
parable --- 49
parables --- 16
paradise --- 3
paramours --- 1
Paran --- 11
Parbar --- 2
parcel --- 6
parched --- 9
parchments --- 1
pardon --- 16
pardoned --- 3
pardoneth --- 1
pare --- 1
parents --- 21
parlour --- 5
parlours --- 1
Parmashta --- 1
Parmenas --- 1
Parnach --- 1
Parosh --- 5
Parshandatha --- 1
part --- 214
partaker --- 9
partakers --- 22
partakest --- 1
parted --- 12
parteth --- 3
Parthians --- 1
partial --- 2
partiality --- 2
particular --- 2
particularly --- 2
parties --- 1
parting --- 1
partition --- 2
partly --- 5
partner --- 3
partners --- 2
partridge --- 2
parts --- 64
Paruah --- 1
Parvaim --- 1
Pasach --- 1
Pasdammim --- 1
Paseah --- 3
Pashur --- 14
pass --- 830
passage --- 4
passages --- 5
passed --- 161
passedst --- 1
passengers --- 5
passest --- 5
passeth --- 38
passing --- 13
passion --- 1
passions --- 2
passover --- 76
passovers --- 1
past --- 51
pastor --- 1
pastors --- 8
pasture --- 20
pastures --- 11
Patara --- 1
pate --- 1
path --- 23
Pathros --- 5
Pathrusim --- 2
paths --- 42
pathway --- 1
patience --- 34
patient --- 9
patiently --- 6
Patmos --- 1
patriarch --- 2
patriarchs --- 2
patrimony --- 1
Patrobas --- 1
pattern --- 14
patterns --- 1
Pau --- 1
Paul --- 176
Paulus --- 1
paved --- 2
pavement --- 9
pavilion --- 4
pavilions --- 3
paw --- 2
paweth --- 1
paws --- 1
pay --- 39
payed --- 2
payeth --- 1
payment --- 1
peace --- 429
peaceable --- 8
peaceably --- 12
peacemakers --- 1
peacocks --- 3
pearl --- 2
pearls --- 8
peculiar --- 7
Pedahel --- 1
Pedahzur --- 5
Pedaiah --- 8
pedigrees --- 1
peeled --- 3
peep --- 1
peeped --- 1
Pekah --- 11
Pekahiah --- 3
Pekod --- 2
Pelaiah --- 3
Pelaliah --- 1
Pelatiah --- 5
Peleg --- 7
Pelet --- 2
Peleth --- 2
Pelethites --- 7
pelican --- 3
Pelonite --- 3
pen --- 7
pence --- 5
Peniel --- 1
Peninnah --- 3
penknife --- 1
penny --- 9
pennyworth --- 2
Pentecost --- 3
Penuel --- 8
penury --- 2
people --- 2143
peoples --- 2
Peor --- 5
Peradventure --- 32
Perazim --- 1
perceive --- 25
perceived --- 35
perceivest --- 2
perceiveth --- 3
perceiving --- 3
perdition --- 8
PERES --- 1
Peresh --- 1
Perez --- 3
Perezuzza --- 1
Perezuzzah --- 1
perfect --- 99
perfected --- 8
perfecting --- 2
perfection --- 11
perfectly --- 7
perfectness --- 1
perform --- 42
performance --- 2
performed --- 21
performeth --- 4
performing --- 2
perfume --- 3
perfumed --- 2
perfumes --- 1
Perga --- 3
Pergamos --- 2
perhaps --- 3
Perida --- 1
peril --- 2
perilous --- 1
perils --- 8
perish --- 120
perished --- 26
perisheth --- 9
perishing --- 1
Perizzite --- 5
Perizzites --- 18
perjured --- 1
permission --- 1
permit --- 2
permitted --- 2
pernicious --- 1
perpetual --- 28
perpetually --- 3
perplexed --- 5
perplexity --- 3
persecute --- 25
persecuted --- 20
persecutest --- 6
persecuting --- 1
persecution --- 10
persecutions --- 5
persecutor --- 1
persecutors --- 8
perseverance --- 1
Persia --- 29
Persian --- 2
Persians --- 5
Persis --- 1
person --- 56
persons --- 56
persuade --- 8
persuaded --- 20
persuadest --- 1
persuadeth --- 2
persuading --- 2
persuasion --- 1
persude --- 1
pertain --- 6
pertained --- 17
pertaineth --- 7
pertaining --- 8
Peruda --- 1
perverse --- 20
perversely --- 3
perverseness --- 6
pervert --- 10
perverted --- 5
perverteth --- 5
perverting --- 2
pestilence --- 47
pestilences --- 2
pestilent --- 1
pestle --- 1
Peter --- 164
Pethahiah --- 4
Pethor --- 2
Pethuel --- 1
petition --- 13
petitions --- 2
Peulthai --- 1
Phalec --- 1
Phallu --- 1
Phalti --- 1
Phaltiel --- 1
Phanuel --- 1
Pharah --- 1
Pharaoh --- 273
Pharaohhophra --- 1
Pharaohnecho --- 1
Pharaohnechoh --- 4
Phares --- 3
Pharez --- 12
Pharisee --- 13
Pharisees --- 87
Pharosh --- 1
Pharpar --- 1
Pharzites --- 1
Phaseah --- 1
Phebe --- 1
Phenice --- 3
Phenicia --- 1
Phichol --- 3
Philadelphia --- 2
Philemon --- 2
Philetus --- 1
Philip --- 36
Philippi --- 6
Philippians --- 2
Philistia --- 3
Philistim --- 1
Philistine --- 33
Philistines --- 254
Philologus --- 1
philosophers --- 1
philosophy --- 1
Phinehas --- 25
Phlegon --- 1
Phrygia --- 3
Phurah --- 2
Phut --- 2
Phuvah --- 1
Phygellus --- 1
phylacteries --- 1
physician --- 6
physicians --- 6
Pibeseth --- 1
pick --- 1
pictures --- 3
piece --- 43
pieces --- 121
pierce --- 4
pierced --- 8
pierceth --- 1
piercing --- 2
piercings --- 1
piety --- 1
pigeon --- 2
pigeons --- 10
Pihahiroth --- 4
Pilate --- 56
Pildash --- 1
pile --- 2
Pileha --- 1
pilgrimage --- 4
pilgrims --- 2
pillar --- 47
pillars --- 89
pilled --- 2
pillow --- 3
pillows --- 4
pilots --- 4
Piltai --- 1
pin --- 3
pine --- 8
pineth --- 1
pining --- 1
pinnacle --- 2
Pinon --- 2
pins --- 11
pipe --- 4
piped --- 4
pipers --- 1
pipes --- 6
Piram --- 1
Pirathon --- 1
Pirathonite --- 5
Pisgah --- 5
Pisidia --- 2
Pison --- 1
Pispah --- 1
piss --- 2
pisseth --- 6
pit --- 88
pitch --- 19
pitched --- 82
pitcher --- 12
pitchers --- 5
Pithom --- 1
Pithon --- 2
pitied --- 6
pitieth --- 3
pitiful --- 3
pits --- 6
pity --- 30
place --- 716
placed --- 14
places --- 215
plague --- 98
plagued --- 6
plagues --- 24
plain --- 75
plainly --- 11
plainness --- 1
plains --- 25
plaister --- 7
plaistered --- 2
plaiting --- 1
planes --- 1
planets --- 1
planks --- 3
plant --- 42
plantation --- 1
planted --- 39
plantedst --- 2
planters --- 1
planteth --- 5
planting --- 2
plantings --- 1
plants --- 8
plat --- 2
plate --- 3
plates --- 6
platted --- 3
platter --- 3
play --- 17
played --- 18
playedst --- 2
player --- 1
players --- 2
playeth --- 1
playing --- 7
plea --- 2
plead --- 39
pleaded --- 3
pleadeth --- 3
pleadings --- 1
pleasant --- 57
pleasantness --- 1
please --- 39
pleased --- 62
pleaseth --- 6
pleasing --- 6
pleasure --- 61
pleasures --- 8
pledge --- 22
pledges --- 2
Pleiades --- 2
plenteous --- 12
plenteousness --- 2
plentiful --- 4
plentifully --- 3
plenty --- 13
plotteth --- 1
plough --- 1
plow --- 8
plowed --- 5
plowers --- 1
ploweth --- 1
plowing --- 4
plowman --- 2
plowmen --- 2
plowshares --- 3
pluck --- 30
plucked --- 23
plucketh --- 1
pluckt --- 1
plumbline --- 4
plummet --- 3
plunge --- 1
Pochereth --- 2
poets --- 1
point --- 9
pointed --- 1
points --- 2
poison --- 9
pole --- 2
policy --- 1
polished --- 3
polishing --- 1
poll --- 3
polled --- 3
polls --- 6
pollute --- 11
polluted --- 40
polluting --- 2
pollution --- 1
pollutions --- 2
Pollux --- 1
pomegranate --- 10
pomegranates --- 23
pommels --- 3
pomp --- 7
Ponder --- 2
pondered --- 1
pondereth --- 3
ponds --- 3
Pontius --- 4
Pontus --- 3
pool --- 22
pools --- 5
poor --- 205
poorer --- 1
poorest --- 1
poplar --- 1
poplars --- 1
populous --- 2
Poratha --- 1
porch --- 39
porches --- 2
Porcius --- 1
port --- 1
porter --- 6
porters --- 33
portion --- 100
portions --- 16
possess --- 106
possessed --- 39
possessest --- 1
possesseth --- 2
possessing --- 1
possession --- 104
possessions --- 13
possessor --- 2
possessors --- 2
possible --- 15
post --- 11
posterity --- 9
posts --- 42
pot --- 22
Potentate --- 1
Potiphar --- 2
Potipherah --- 3
pots --- 15
potsherd --- 4
potsherds --- 1
pottage --- 7
potter --- 19
potters --- 3
pound --- 10
pounds --- 5
pour --- 63
poured --- 84
pouredst --- 1
poureth --- 10
pouring --- 2
pourtray --- 1
pourtrayed --- 3
poverty --- 15
powder --- 8
powders --- 1
power --- 272
powerful --- 3
powers --- 14
practices --- 1
practise --- 4
practised --- 2
Praetorium --- 1
praise --- 246
praised --- 26
praises --- 29
praiseth --- 1
praising --- 10
pransing --- 1
pransings --- 2
prating --- 3
pray --- 313
prayed --- 65
prayer --- 109
prayers --- 24
prayest --- 2
prayeth --- 7
praying --- 20
preach --- 50
preached --- 61
Preacher --- 12
preachest --- 1
preacheth --- 3
preaching --- 27
precept --- 11
precepts --- 24
precious --- 76
predestinate --- 2
predestinated --- 2
preeminence --- 3
prefer --- 1
preferred --- 5
preferring --- 2
premeditate --- 1
preparation --- 9
preparations --- 1
prepare --- 81
prepared --- 101
preparedst --- 1
preparest --- 3
prepareth --- 3
preparing --- 2
presbytery --- 1
prescribed --- 1
prescribing --- 1
presence --- 116
present --- 106
presented --- 18
presenting --- 1
presently --- 5
presents --- 10
preserve --- 30
preserved --- 16
preserver --- 1
preservest --- 2
preserveth --- 8
presidents --- 5
press --- 9
pressed --- 15
presses --- 3
presseth --- 2
pressfat --- 1
presume --- 2
presumed --- 1
presumptuous --- 2
presumptuously --- 6
pretence --- 3
prevail --- 29
prevailed --- 37
prevailest --- 1
prevaileth --- 1
prevent --- 7
prevented --- 9
preventest --- 1
prey --- 73
price --- 33
prices --- 1
pricked --- 2
pricking --- 1
pricks --- 3
pride --- 49
priest --- 544
priesthood --- 16
priests --- 400
prince --- 105
princes --- 273
princess --- 1
princesses --- 1
principal --- 17
principalities --- 7
principality --- 2
principles --- 2
print --- 4
printed --- 1
Prisca --- 1
Priscilla --- 5
prised --- 1
prison --- 90
prisoner --- 13
prisoners --- 21
prisons --- 3
private --- 1
privately --- 8
privily --- 15
privy --- 4
prize --- 2
proceed --- 15
proceeded --- 9
proceedeth --- 11
proceeding --- 1
process --- 5
Prochorus --- 1
proclaim --- 23
proclaimed --- 16
proclaimeth --- 1
proclaiming --- 3
proclamation --- 9
procure --- 2
procured --- 2
procureth --- 1
Produce --- 1
profane --- 33
profaned --- 15
profaneness --- 1
profaneth --- 1
profaning --- 2
profess --- 3
professed --- 2
Professing --- 3
profession --- 4
profit --- 45
profitable --- 13
profited --- 6
profiteth --- 6
profiting --- 1
profound --- 1
progenitors --- 1
prognosticators --- 1
prolong --- 14
prolonged --- 9
prolongeth --- 2
promise --- 53
promised --- 48
promisedst --- 3
promises --- 13
promising --- 1
promote --- 5
promoted --- 5
promotion --- 2
pronounce --- 23
pronounced --- 14
pronouncing --- 1
proof --- 5
proofs --- 1
proper --- 4
prophecies --- 2
prophecy --- 21
prophesied --- 50
prophesieth --- 7
prophesy --- 90
prophesying --- 6
prophesyings --- 1
prophet --- 246
prophetess --- 8
prophets --- 239
propitiation --- 3
proportion --- 3
proselyte --- 2
proselytes --- 2
prospect --- 6
prosper --- 49
prospered --- 13
prospereth --- 4
prosperity --- 17
prosperous --- 8
prosperously --- 2
prostitute --- 1
protection --- 1
protest --- 3
protested --- 3
protesting --- 1
proud --- 48
proudly --- 9
prove --- 25
proved --- 15
provender --- 7
proverb --- 20
proverbs --- 10
proveth --- 1
provide --- 11
provided --- 9
providence --- 1
provideth --- 2
Providing --- 1
province --- 27
provinces --- 30
proving --- 2
provision --- 11
provocation --- 8
provocations --- 3
provoke --- 42
provoked --- 33
provokedst --- 1
provoketh --- 3
provoking --- 6
prudence --- 3
prudent --- 24
prudently --- 1
prune --- 2
pruned --- 1
pruning --- 1
pruninghooks --- 3
psalm --- 6
psalmist --- 1
psalms --- 10
psalteries --- 14
psaltery --- 13
Ptolemais --- 1
Pua --- 1
Puah --- 3
publican --- 6
publicans --- 17
publick --- 1
publickly --- 2
publish --- 17
published --- 11
publisheth --- 4
Publius --- 2
Pudens --- 1
puffed --- 6
puffeth --- 3
Puhites --- 1
Pul --- 4
pull --- 15
pulled --- 7
pulling --- 2
pulpit --- 1
pulse --- 3
punish --- 32
punished --- 17
punishment --- 27
punishments --- 2
Punites --- 1
Punon --- 2
Pur --- 3
purchase --- 8
purchased --- 9
pure --- 97
purely --- 1
pureness --- 3
purer --- 2
purge --- 15
purged --- 14
purgeth --- 1
purging --- 1
purification --- 8
purifications --- 1
purified --- 12
purifier --- 1
purifieth --- 2
purify --- 14
purifying --- 12
Purim --- 5
purity --- 2
purloining --- 1
purple --- 48
purpose --- 36
purposed --- 19
purposes --- 5
purposeth --- 1
purposing --- 1
purse --- 5
purses --- 1
pursue --- 29
pursued --- 38
pursuer --- 1
pursuers --- 5
pursueth --- 8
pursuing --- 8
purtenance --- 1
push --- 9
pushed --- 1
pushing --- 1
put --- 911
Puteoli --- 1
Putiel --- 1
putrifying --- 1
puttest --- 7
putteth --- 30
putting --- 17
pygarg --- 1
quails --- 4
quake --- 4
quaked --- 2
quaking --- 2
quantity --- 1
quarrel --- 4
quarries --- 2
quarter --- 8
quarters --- 9
Quartus --- 1
quaternions --- 1
queen --- 54
queens --- 3
quench --- 12
quenched --- 17
question --- 14
questioned --- 3
questioning --- 2
questions --- 14
quick --- 10
quicken --- 13
quickened --- 7
quickeneth --- 5
quickening --- 1
quickly --- 39
quicksands --- 1
quiet --- 31
quieted --- 2
quieteth --- 1
quietly --- 2
quietness --- 10
quit --- 6
quite --- 7
quiver --- 7
quivered --- 1
Raamah --- 5
Raamiah --- 1
Raamses --- 1
Rabbah --- 13
Rabbath --- 2
Rabbi --- 8
Rabbith --- 1
Rabboni --- 1
Rabmag --- 2
Rabsaris --- 3
Rabshakeh --- 16
Raca --- 1
race --- 4
Rachab --- 1
Rachal --- 1
Rachel --- 47
Raddai --- 1
rafters --- 1
Ragau --- 1
rage --- 18
raged --- 1
rageth --- 1
ragged --- 1
raging --- 5
rags --- 4
Raguel --- 1
Rahab --- 10
Raham --- 1
Rahel --- 1
rail --- 1
railed --- 3
railer --- 1
railing --- 4
railings --- 1
raiment --- 57
rain --- 102
rainbow --- 2
rained --- 9
rainy --- 1
raise --- 59
raised --- 85
raiser --- 1
raiseth --- 8
raising --- 2
raisins --- 4
Rakem --- 1
Rakkath --- 1
Rakkon --- 1
ram --- 98
Rama --- 1
Ramah --- 36
Ramath --- 1
Ramathaimzophim --- 1
Ramathite --- 1
Ramathlehi --- 1
Ramathmizpeh --- 1
Rameses --- 4
Ramiah --- 1
Ramoth --- 8
Ramothgilead --- 19
rampart --- 2
rams --- 77
ran --- 61
rang --- 2
range --- 1
ranges --- 4
ranging --- 1
rank --- 6
ranks --- 4
ransom --- 13
ransomed --- 3
Rapha --- 2
Raphu --- 1
rare --- 1
Rase --- 2
rash --- 2
rashly --- 1
rate --- 5
rather --- 62
rattleth --- 1
rattling --- 1
raven --- 6
ravening --- 5
ravenous --- 3
ravens --- 5
ravin --- 2
ravished --- 7
raw --- 7
razor --- 7
reach --- 15
reached --- 8
reacheth --- 14
reaching --- 4
read --- 70
readest --- 2
readeth --- 4
readiness --- 3
reading --- 6
ready --- 100
Reaia --- 1
Reaiah --- 3
realm --- 7
reap --- 32
reaped --- 4
reaper --- 1
reapers --- 9
reapest --- 2
reapeth --- 4
reaping --- 3
rear --- 4
reared --- 10
reason --- 71
reasonable --- 1
reasoned --- 12
reasoning --- 5
reasons --- 2
Reba --- 2
Rebecca --- 1
Rebekah --- 30
rebel --- 14
rebelled --- 34
rebellest --- 2
rebellion --- 9
rebellious --- 36
rebels --- 3
rebuke --- 46
rebuked --- 25
rebuker --- 1
rebukes --- 3
rebuketh --- 4
rebuking --- 2
recall --- 1
receipt --- 3
receive --- 176
received --- 160
receivedst --- 1
receiver --- 1
receiveth --- 37
receiving --- 7
Rechab --- 13
Rechabites --- 4
Rechah --- 1
reckon --- 8
reckoned --- 22
reckoneth --- 1
reckoning --- 2
recommended --- 2
recompence --- 20
recompences --- 2
recompense --- 26
recompensed --- 10
recompensest --- 1
recompensing --- 1
reconcile --- 5
reconciled --- 7
reconciliation --- 8
reconciling --- 3
record --- 30
recorded --- 1
recorder --- 9
records --- 3
recount --- 1
recover --- 21
recovered --- 11
recovering --- 1
red --- 53
reddish --- 6
redeem --- 56
redeemed --- 62
redeemedst --- 1
redeemer --- 18
redeemeth --- 2
redeeming --- 3
redemption --- 20
redness --- 1
redound --- 1
reed --- 33
reeds --- 11
reel --- 2
Reelaiah --- 1
refine --- 1
refined --- 5
refiner --- 2
reformation --- 1
reformed --- 1
refrain --- 9
refrained --- 7
refraineth --- 1
refresh --- 3
refreshed --- 10
refresheth --- 1
refreshing --- 2
refuge --- 47
refuse --- 26
refused --- 33
refusedst --- 1
refuseth --- 9
regard --- 30
regarded --- 9
regardest --- 4
regardeth --- 15
regarding --- 2
Regem --- 1
Regemmelech --- 1
regeneration --- 2
region --- 15
regions --- 4
register --- 3
Rehabiah --- 5
rehearse --- 2
rehearsed --- 4
Rehob --- 10
Rehoboam --- 50
Rehoboth --- 4
Rehum --- 8
Rei --- 1
reign --- 168
reigned --- 176
reignest --- 1
reigneth --- 13
reigning --- 1
reins --- 15
reject --- 4
rejected --- 29
rejecteth --- 1
rejoice --- 194
rejoiced --- 45
rejoicest --- 1
rejoiceth --- 18
rejoicing --- 28
Rekem --- 5
release --- 21
released --- 4
relied --- 3
relief --- 1
relieve --- 7
relieved --- 1
relieveth --- 1
religion --- 5
religious --- 2
rely --- 1
Remain --- 79
remainder --- 6
remained --- 53
remainest --- 2
remaineth --- 37
remaining --- 14
Remaliah --- 13
remedy --- 3
remember --- 148
remembered --- 57
rememberest --- 2
remembereth --- 5
Remembering --- 2
remembrance --- 51
remembrances --- 1
Remeth --- 1
remission --- 10
remit --- 1
remitted --- 1
Remmon --- 1
Remmonmethoar --- 1
remnant --- 92
remove --- 45
removed --- 91
removeth --- 5
removing --- 5
Remphan --- 1
rend --- 19
render --- 33
rendered --- 4
renderest --- 1
rendereth --- 1
rendering --- 1
rending --- 1
renew --- 6
renewed --- 6
renewest --- 2
renewing --- 2
renounced --- 1
renown --- 7
renowned --- 4
rent --- 66
rentest --- 1
repair --- 14
repaired --- 44
repairer --- 1
repairing --- 1
repay --- 8
repayed --- 1
repayeth --- 1
repeateth --- 1
repent --- 46
repentance --- 26
repented --- 32
repentest --- 1
repenteth --- 5
repenting --- 1
repentings --- 1
repetitions --- 1
Rephael --- 1
Rephah --- 1
Rephaiah --- 5
Rephaim --- 6
Rephaims --- 2
Rephidim --- 5
replenish --- 2
replenished --- 5
repliest --- 1
report --- 30
reported --- 12
reproach --- 88
reproached --- 15
reproaches --- 5
reproachest --- 1
reproacheth --- 7
reproachfully --- 2
Reprobate --- 4
reprobates --- 3
reproof --- 15
reproofs --- 2
reprove --- 19
reproved --- 10
reprover --- 2
reproveth --- 4
reputation --- 5
reputed --- 2
request --- 19
requested --- 5
requests --- 1
require --- 29
required --- 22
requirest --- 1
requireth --- 2
requiring --- 1
requite --- 9
requited --- 2
requiting --- 1
rereward --- 6
rescue --- 3
rescued --- 3
rescueth --- 1
resemblance --- 1
resemble --- 1
resembled --- 1
Resen --- 1
reserve --- 3
reserved --- 16
reserveth --- 2
Resheph --- 1
residue --- 34
resist --- 10
resisted --- 2
resisteth --- 4
resolved --- 1
resort --- 4
resorted --- 5
respect --- 34
respected --- 1
respecter --- 1
respecteth --- 2
respite --- 2
rest --- 275
rested --- 21
restest --- 1
resteth --- 4
resting --- 4
restingplace --- 1
restitution --- 6
restore --- 40
restored --- 27
restorer --- 2
restoreth --- 2
restrain --- 2
restrained --- 8
restrainest --- 1
restraint --- 1
rests --- 1
resurrection --- 41
retain --- 7
retained --- 6
retaineth --- 3
retire --- 2
retired --- 2
return --- 263
returned --- 184
returneth --- 7
returning --- 4
Reu --- 5
Reuben --- 74
Reubenite --- 1
Reubenites --- 16
Reuel --- 10
Reumah --- 1
reveal --- 7
revealed --- 38
revealer --- 1
revealeth --- 6
revelation --- 11
revelations --- 2
revellings --- 2
revenge --- 5
revenged --- 1
revenger --- 7
revengers --- 1
revenges --- 1
revengeth --- 2
revenging --- 1
revenue --- 3
revenues --- 3
reverence --- 13
reverenced --- 1
reverend --- 1
reverse --- 3
revile --- 2
reviled --- 6
revilers --- 1
Revilest --- 1
revilings --- 2
revive --- 8
revived --- 6
reviving --- 2
revolt --- 3
revolted --- 7
revolters --- 3
revolting --- 1
reward --- 80
rewarded --- 14
rewarder --- 1
rewardeth --- 6
rewards --- 5
Rezeph --- 2
Rezia --- 1
Rezin --- 11
Rezon --- 1
Rhegium --- 1
Rhesa --- 1
Rhoda --- 1
Rhodes --- 1
rib --- 5
Ribai --- 2
ribband --- 1
Riblah --- 11
ribs --- 2
rich --- 81
richer --- 1
riches --- 98
richly --- 2
rid --- 6
riddance --- 2
ridden --- 1
riddle --- 9
ride --- 20
rider --- 7
riders --- 5
rideth --- 7
ridges --- 1
riding --- 10
rie --- 2
rifled --- 1
right --- 359
righteous --- 238
righteously --- 8
righteousness --- 306
righteousnesses --- 3
rightly --- 4
rigour --- 5
Rimmon --- 14
Rimmonparez --- 2
ring --- 11
ringleader --- 1
rings --- 44
ringstraked --- 7
Rinnah --- 1
rinsed --- 3
riot --- 3
rioting --- 1
riotous --- 3
rip --- 1
ripe --- 7
ripening --- 1
Riphath --- 2
ripped --- 3
rise --- 142
risen --- 51
risest --- 2
riseth --- 14
rising --- 39
Rissah --- 2
